"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17920","@logiandOrder","Microsoft Edge","Fri Aug 30 15:33:58 IST 2024","passed","Fri Aug 30 15:34:16 IST 2024","","TestPageObject.spec.js","",""
